image_path,target
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Peperutka\Peperutka118.jpg,35.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Mnogu\Mnogu21.jpg,30.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Telefon\Telefon204.jpg,47.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zamenki\Zamenki182.jpg,55.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zoshto\Zoshto65.jpg,57.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Pritisok\Pritisok170.jpg,36.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kukja\Kukja115.jpg,26.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\E\E186.jpg,14.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\D\D16.jpg,9.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Prst\Prst94.jpg,37.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Svekja\Svekja12.jpg,45.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Rob\Rob138.jpg,39.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Mnogu\Mnogu121.jpg,30.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\T\T71.jpg,46.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kukja\Kukja122.jpg,26.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Mnogu\Mnogu79.jpg,30.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Valkano\Valkano172.jpg,51.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Centar\Centar80.jpg,7.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\V\V58.jpg,50.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\G\G54.jpg,17.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Z\Z164.jpg,53.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Peperutka\Peperutka51.jpg,35.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\F\F54.jpg,15.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zamenki\Zamenki77.jpg,55.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Beskonechnost\Beskonechnost31.jpg,4.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\TojTaaToa\TojTaaToa54.jpg,48.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\CH\CH148.jpg,6.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\P\P109.jpg,34.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\O\O170.jpg,33.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\LJ\LJ198.jpg,28.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\LJ\LJ102.jpg,28.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Javanje\Javanje42.jpg,21.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\M\M168.jpg,29.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\N\N148.jpg,31.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\I\I71.jpg,19.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zoshto\Zoshto97.jpg,57.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\B\B31.jpg,3.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\D\D177.jpg,9.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\SH\SH181.jpg,41.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\I\I169.jpg,19.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Z\Z22.jpg,53.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\P\P113.jpg,34.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Dopir\Dopir144.jpg,13.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Telefon\Telefon188.jpg,47.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Korona\Korona44.jpg,24.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DZ\DZ171.jpg,11.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Krst\Krst168.jpg,25.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zholtica\Zholtica163.jpg,56.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Dopir\Dopir53.jpg,13.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\G\G31.jpg,17.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kukja\Kukja33.jpg,26.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Javanje\Javanje141.jpg,21.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\F\F32.jpg,15.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\T\T77.jpg,46.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\R\R42.jpg,38.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\P\P168.jpg,34.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Mnogu\Mnogu147.jpg,30.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DJ\DJ136.jpg,10.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\TojTaaToa\TojTaaToa53.jpg,48.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Prst\Prst21.jpg,37.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Vilushka\Vilushka154.jpg,52.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Svekja\Svekja205.jpg,45.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Krst\Krst108.jpg,25.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\F\F178.jpg,15.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\T\T203.jpg,46.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Prst\Prst73.jpg,37.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\T\T57.jpg,46.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DJ\DJ139.jpg,10.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\H\H35.jpg,18.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Beskonechnost\Beskonechnost208.jpg,4.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Delenje\Delenje112.jpg,12.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\TojTaaToa\TojTaaToa7.jpg,48.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sever\Sever8.jpg,42.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\H\H123.jpg,18.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\CH\CH110.jpg,6.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Amin\Amin22.jpg,2.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Svekja\Svekja137.jpg,45.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sin\Sin15.jpg,44.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kolache\Kolache149.jpg,23.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Rob\Rob51.jpg,39.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\SH\SH207.jpg,41.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\R\R193.jpg,38.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\P\P179.jpg,34.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Javanje\Javanje50.jpg,21.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Cvekje\Cvekje194.jpg,8.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\T\T91.jpg,46.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zholtica\Zholtica136.jpg,56.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\P\P141.jpg,34.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\G\G11.jpg,17.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\C\C155.jpg,5.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\D\D80.jpg,9.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\P\P78.jpg,34.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Svekja\Svekja83.jpg,45.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Pritisok\Pritisok86.jpg,36.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\E\E132.jpg,14.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\U\U88.jpg,49.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Telefon\Telefon98.jpg,47.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\LJ\LJ109.jpg,28.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Dopir\Dopir133.jpg,13.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Mnogu\Mnogu169.jpg,30.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Javanje\Javanje32.jpg,21.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\SH\SH38.jpg,41.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zoshto\Zoshto83.jpg,57.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zoshto\Zoshto24.jpg,57.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\O\O194.jpg,33.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Delenje\Delenje67.jpg,12.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Telefon\Telefon13.jpg,47.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Jas\Jas117.jpg,20.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sever\Sever85.jpg,42.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\F\F196.jpg,15.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\I\I18.jpg,19.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\H\H134.jpg,18.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\S\S204.jpg,40.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\C\C144.jpg,5.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\M\M149.jpg,29.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Fizika\Fizika36.jpg,16.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\P\P207.jpg,34.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\H\H39.jpg,18.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\C\C97.jpg,5.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\U\U53.jpg,49.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DZ\DZ55.jpg,11.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Amin\Amin17.jpg,2.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\NJ\NJ112.jpg,32.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sida\Sida206.jpg,43.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\CH\CH169.jpg,6.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Rob\Rob119.jpg,39.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sida\Sida131.jpg,43.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zoshto\Zoshto68.jpg,57.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Rob\Rob5.jpg,39.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Prst\Prst146.jpg,37.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\T\T185.jpg,46.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\H\H183.jpg,18.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\E\E77.jpg,14.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Valkano\Valkano158.jpg,51.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Beskonechnost\Beskonechnost202.jpg,4.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Dopir\Dopir167.jpg,13.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\P\P104.jpg,34.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\E\E88.jpg,14.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\F\F128.jpg,15.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Agol\Agol138.jpg,1.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Dopir\Dopir200.jpg,13.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Fizika\Fizika125.jpg,16.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\S\S10.jpg,40.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\K\K200.jpg,22.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\G\G12.jpg,17.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\V\V203.jpg,50.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\U\U111.jpg,49.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\L\L182.jpg,27.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\SH\SH162.jpg,41.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Z\Z162.jpg,53.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Agol\Agol209.jpg,1.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\NJ\NJ69.jpg,32.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Amin\Amin1.jpg,2.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Rob\Rob94.jpg,39.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Svekja\Svekja109.jpg,45.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\B\B96.jpg,3.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\T\T43.jpg,46.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Mnogu\Mnogu45.jpg,30.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\O\O38.jpg,33.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Jas\Jas202.jpg,20.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Beskonechnost\Beskonechnost169.jpg,4.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\D\D28.jpg,9.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\H\H0.jpg,18.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\TojTaaToa\TojTaaToa140.jpg,48.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Vilushka\Vilushka185.jpg,52.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\A\A97.jpg,0.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\G\G61.jpg,17.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\TojTaaToa\TojTaaToa195.jpg,48.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\N\N167.jpg,31.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Dopir\Dopir75.jpg,13.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Telefon\Telefon158.jpg,47.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Peperutka\Peperutka28.jpg,35.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\LJ\LJ125.jpg,28.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\C\C105.jpg,5.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zamenki\Zamenki189.jpg,55.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Peperutka\Peperutka161.jpg,35.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Telefon\Telefon160.jpg,47.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\M\M35.jpg,29.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\U\U146.jpg,49.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\T\T165.jpg,46.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Mnogu\Mnogu123.jpg,30.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Svekja\Svekja20.jpg,45.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sida\Sida201.jpg,43.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\TojTaaToa\TojTaaToa65.jpg,48.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sever\Sever19.jpg,42.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\C\C108.jpg,5.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sin\Sin193.jpg,44.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\LJ\LJ99.jpg,28.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Rob\Rob184.jpg,39.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kukja\Kukja142.jpg,26.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Svekja\Svekja45.jpg,45.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\L\L167.jpg,27.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\I\I174.jpg,19.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\ZH\ZH10.jpg,54.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sever\Sever45.jpg,42.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\F\F100.jpg,15.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kolache\Kolache91.jpg,23.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Jas\Jas31.jpg,20.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\O\O5.jpg,33.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Centar\Centar193.jpg,7.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Peperutka\Peperutka125.jpg,35.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\L\L137.jpg,27.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\NJ\NJ127.jpg,32.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\E\E22.jpg,14.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Javanje\Javanje68.jpg,21.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kukja\Kukja174.jpg,26.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\H\H188.jpg,18.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Centar\Centar189.jpg,7.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\H\H182.jpg,18.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sida\Sida93.jpg,43.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Prst\Prst38.jpg,37.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kukja\Kukja98.jpg,26.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\K\K78.jpg,22.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\CH\CH191.jpg,6.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\SH\SH44.jpg,41.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\V\V94.jpg,50.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Dopir\Dopir177.jpg,13.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\M\M145.jpg,29.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Mnogu\Mnogu22.jpg,30.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Kolache\Kolache86.jpg,23.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\A\A179.jpg,0.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Telefon\Telefon46.jpg,47.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Sever\Sever183.jpg,42.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Cvekje\Cvekje134.jpg,8.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Valkano\Valkano209.jpg,51.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\F\F146.jpg,15.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\N\N189.jpg,31.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\A\A147.jpg,0.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\TojTaaToa\TojTaaToa103.jpg,48.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Dopir\Dopir10.jpg,13.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Vilushka\Vilushka80.jpg,52.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Cvekje\Cvekje206.jpg,8.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\I\I50.jpg,19.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Vilushka\Vilushka113.jpg,52.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zoshto\Zoshto204.jpg,57.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\H\H17.jpg,18.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Amin\Amin192.jpg,2.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zoshto\Zoshto186.jpg,57.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Amin\Amin67.jpg,2.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Amin\Amin29.jpg,2.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Korona\Korona197.jpg,24.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Korona\Korona79.jpg,24.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Rob\Rob43.jpg,39.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\N\N92.jpg,31.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\K\K87.jpg,22.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Krst\Krst198.jpg,25.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Krst\Krst1.jpg,25.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Zamenki\Zamenki41.jpg,55.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\K\K198.jpg,22.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Z\Z205.jpg,53.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Svekja\Svekja162.jpg,45.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\L\L164.jpg,27.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\DJ\DJ149.jpg,10.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\E\E127.jpg,14.0
C:\Users\Ivona\Desktop\MacedonianSignLanguage\input\preprocessed_image\Amin\Amin24.jpg,2.0
